Date,Node,Value,Month_Of_Year,Region,Zone,State
1998-01-01 00:00:00,BAA,2022.7225624,1,15,7,2
1998-01-01 00:00:00,BAB,1393.359125,1,16,7,2
1998-01-01 00:00:00,BAC,438.5908946,1,17,7,2
1998-01-01 00:00:00,BBA,1653.9957826000002,1,18,8,2
1998-01-01 00:00:00,BCA,489.297796,1,19,9,2
1998-01-01 00:00:00,BCB,630.3984340000001,1,20,9,2
1998-01-01 00:00:00,BCC,1019.0510862,1,21,9,2
1998-01-01 00:00:00,BDA,360.1828535,1,22,10,2
1998-01-01 00:00:00,BDB,205.4237738,1,23,10,2
1998-01-01 00:00:00,BDC,704.7698765,1,24,10,2
1998-01-01 00:00:00,BDD,17.346197,1,25,10,2
1998-01-01 00:00:00,BDE,82.52212659999999,1,26,10,2
1998-01-01 00:00:00,BDF,25.132756,1,27,10,2
1998-01-01 00:00:00,BEA,23.9569578,1,28,11,2
1998-01-01 00:00:00,BEB,331.5141036,1,29,11,2
1998-01-01 00:00:00,BEC,178.0434271,1,30,11,2
1998-01-01 00:00:00,BED,431.8680711,1,31,11,2
1998-01-01 00:00:00,BEE,24.5760727,1,32,11,2
1998-01-01 00:00:00,BEF,96.8998666,1,33,11,2
1998-01-01 00:00:00,BEG,114.1513643,1,34,11,2
1998-01-01 00:00:00,BEH,149.8148883,1,35,11,2
1998-01-01 00:00:00,CAA,2173.2193035,1,36,12,3
1998-01-01 00:00:00,CAB,2407.0902006999995,1,37,12,3
1998-01-01 00:00:00,CAC,1840.9269148,1,38,12,3
1998-01-01 00:00:00,CBA,230.5638972,1,39,13,3
1998-01-01 00:00:00,CBB,170.3748032,1,40,13,3
1998-01-01 00:00:00,CBC,301.46231989999995,1,41,13,3
1998-01-01 00:00:00,CBD,126.0118687,1,42,13,3
1998-01-01 00:00:00,CCA,203.5572567,1,43,14,3
1998-01-01 00:00:00,CCB,386.934341,1,44,14,3
1998-01-01 00:00:00,CCC,497.2963544,1,45,14,3
1998-01-01 00:00:00,CDA,191.3297245,1,46,15,3
1998-01-01 00:00:00,CDB,104.592062,1,47,15,3
1998-01-01 00:00:00,DAA,1460.0113132,1,48,16,4
1998-01-01 00:00:00,DAB,18.8435933,1,49,16,4
1998-01-01 00:00:00,DAC,18.9648622,1,50,16,4
1998-01-01 00:00:00,DBA,556.1624205,1,51,17,4
1998-01-01 00:00:00,DBB,254.9663565,1,52,17,4
1998-01-01 00:00:00,DBC,93.9393233,1,53,17,4
1998-01-01 00:00:00,DCA,180.5479153,1,54,18,4
1998-01-01 00:00:00,DCB,173.2869466,1,55,18,4
1998-01-01 00:00:00,DCC,62.6477689,1,56,18,4
1998-01-01 00:00:00,DCD,164.21933819999998,1,57,18,4
1998-01-01 00:00:00,DDA,212.6744804,1,58,19,4
1998-01-01 00:00:00,DDB,308.0490278,1,59,19,4
1998-01-01 00:00:00,EAA,316.95594989999995,1,60,20,5
1998-01-01 00:00:00,EAB,1482.3856469999998,1,61,20,5
1998-01-01 00:00:00,EAC,768.8071698,1,62,20,5
1998-01-01 00:00:00,EBA,263.5703417,1,63,21,5
1998-01-01 00:00:00,ECA,289.900081,1,64,22,5
1998-01-01 00:00:00,FAA,847.9735793,1,65,23,6
1998-01-01 00:00:00,FBA,228.702591,1,66,24,6
1998-01-01 00:00:00,FBB,531.5900215,1,67,24,6
1998-01-01 00:00:00,FCA,195.5124261,1,68,25,6
1998-01-01 00:00:00,FCB,46.9571556,1,69,25,6
1998-01-01 00:00:00,GAA,46.8480279,1,70,26,7
1998-01-01 00:00:00,GAB,2.584923,1,71,26,7
1998-01-01 00:00:00,GAC,21.1276027,1,72,26,7
1998-01-01 00:00:00,GBA,22.1310265,1,73,27,7
1998-01-01 00:00:00,GBB,19.7768704,1,74,27,7
1998-01-01 00:00:00,GBC,9.1651715,1,75,27,7
1998-01-01 00:00:00,GBD,10.2899071,1,76,27,7
1998-02-01 00:00:00,T,17294.699551000012,2,0,0,0
1998-02-01 00:00:00,A,5880.3679184,2,0,0,1
1998-02-01 00:00:00,B,3855.6478394,2,0,0,2
1998-02-01 00:00:00,C,3580.051065,2,0,0,3
1998-02-01 00:00:00,D,1321.2579921999998,2,0,0,4
1998-02-01 00:00:00,E,1826.6106765,2,0,0,5
1998-02-01 00:00:00,F,757.0797435999999,2,0,0,6
1998-02-01 00:00:00,G,73.68431590000002,2,0,0,7
1998-02-01 00:00:00,AA,1937.2296111000005,2,0,1,1
1998-02-01 00:00:00,AB,1514.4315119,2,0,2,1
1998-02-01 00:00:00,AC,1066.8827696,2,0,3,1
1998-02-01 00:00:00,AD,435.3344004,2,0,4,1
1998-02-01 00:00:00,AE,455.2267924,2,0,5,1
1998-02-01 00:00:00,AF,471.262833,2,0,6,1
1998-02-01 00:00:00,BA,1900.7623579,2,0,7,2
1998-02-01 00:00:00,BB,342.70588710000004,2,0,8,2
1998-02-01 00:00:00,BC,584.7621432,2,0,9,2
1998-02-01 00:00:00,BD,522.4752648,2,0,10,2
1998-02-01 00:00:00,BE,504.9421864000001,2,0,11,2
1998-02-01 00:00:00,CA,2433.3131261,2,0,12,3
1998-02-01 00:00:00,CB,581.0129593,2,0,13,3
1998-02-01 00:00:00,CC,468.3521386000001,2,0,14,3
1998-02-01 00:00:00,CD,97.372841,2,0,15,3
1998-02-01 00:00:00,DA,524.8621631,2,0,16,4
1998-02-01 00:00:00,DB,345.8403748,2,0,17,4
1998-02-01 00:00:00,DC,173.4784501,2,0,18,4
1998-02-01 00:00:00,DD,277.07700420000003,2,0,19,4
1998-02-01 00:00:00,EA,1315.2185249,2,0,20,5
1998-02-01 00:00:00,EB,360.128887,2,0,21,5
1998-02-01 00:00:00,EC,151.2632646,2,0,22,5
1998-02-01 00:00:00,FA,227.8027035,2,0,23,6
1998-02-01 00:00:00,FB,407.3711451,2,0,24,6
1998-02-01 00:00:00,FC,121.905895,2,0,25,6
1998-02-01 00:00:00,GA,61.95907030000001,2,0,26,7
1998-02-01 00:00:00,GB,11.7252456,2,0,27,7
1998-02-01 00:00:00,AAA,1691.6644359000002,2,1,1,1
1998-02-01 00:00:00,AAB,245.56517520000003,2,2,1,1
1998-02-01 00:00:00,ABA,610.9398316999999,2,3,2,1
1998-02-01 00:00:00,ABB,903.4916802,2,4,2,1
1998-02-01 00:00:00,ACA,1066.8827696,2,5,3,1
1998-02-01 00:00:00,ADA,73.10868020000001,2,6,4,1
1998-02-01 00:00:00,ADB,160.2386891,2,7,4,1
1998-02-01 00:00:00,ADC,112.3288761,2,8,4,1
1998-02-01 00:00:00,ADD,89.65815500000001,2,9,4,1
1998-02-01 00:00:00,AEA,148.4923012,2,10,5,1
1998-02-01 00:00:00,AEB,174.9908081,2,11,5,1
1998-02-01 00:00:00,AEC,51.9434112,2,12,5,1
1998-02-01 00:00:00,AED,79.8002719,2,13,5,1
1998-02-01 00:00:00,AFA,471.262833,2,14,6,1
1998-02-01 00:00:00,BAA,1448.6804576999998,2,15,7,2
1998-02-01 00:00:00,BAB,312.86062150000004,2,16,7,2
1998-02-01 00:00:00,BAC,139.2212787,2,17,7,2
1998-02-01 00:00:00,BBA,342.70588710000004,2,18,8,2
1998-02-01 00:00:00,BCA,142.7098108,2,19,9,2
1998-02-01 00:00:00,BCB,243.5050688,2,20,9,2
1998-02-01 00:00:00,BCC,198.54726360000004,2,21,9,2
1998-02-01 00:00:00,BDA,130.6898229,2,22,10,2
1998-02-01 00:00:00,BDB,38.1991054,2,23,10,2
1998-02-01 00:00:00,BDC,110.2670016,2,24,10,2
1998-02-01 00:00:00,BDD,154.161427,2,25,10,2
1998-02-01 00:00:00,BDE,83.5063411,2,26,10,2
1998-02-01 00:00:00,BDF,5.6515668,2,27,10,2
1998-02-01 00:00:00,BEA,6.0839842,2,28,11,2
1998-02-01 00:00:00,BEB,166.56284340000002,2,29,11,2
1998-02-01 00:00:00,BEC,50.9674105,2,30,11,2
1998-02-01 00:00:00,BED,85.8036448,2,31,11,2
1998-02-01 00:00:00,BEE,13.9023649,2,32,11,2
1998-02-01 00:00:00,BEF,22.7025176,2,33,11,2
1998-02-01 00:00:00,BEG,127.140201,2,34,11,2
1998-02-01 00:00:00,BEH,31.77922,2,35,11,2
1998-02-01 00:00:00,CAA,652.7402920999999,2,36,12,3
1998-02-01 00:00:00,CAB,1302.9047819,2,37,12,3
1998-02-01 00:00:00,CAC,477.6680521,2,38,12,3
1998-02-01 00:00:00,CBA,217.8421382,2,39,13,3
1998-02-01 00:00:00,CBB,72.73986169999999,2,40,13,3
1998-02-01 00:00:00,CBC,109.3018675,2,41,13,3
1998-02-01 00:00:00,CBD,181.1290919,2,42,13,3
1998-02-01 00:00:00,CCA,72.5737094,2,43,14,3
1998-02-01 00:00:00,CCB,218.7600065,2,44,14,3
1998-02-01 00:00:00,CCC,177.0184227,2,45,14,3
1998-02-01 00:00:00,CDA,95.194148,2,46,15,3
1998-02-01 00:00:00,CDB,2.178693,2,47,15,3
1998-02-01 00:00:00,DAA,492.10389060000006,2,48,16,4
1998-02-01 00:00:00,DAB,32.758272500000004,2,49,16,4
1998-02-01 00:00:00,DAC,0.0,2,50,16,4
1998-02-01 00:00:00,DBA,113.0030271,2,51,17,4
1998-02-01 00:00:00,DBB,219.87874850000003,2,52,17,4
1998-02-01 00:00:00,DBC,12.9585992,2,53,17,4
1998-02-01 00:00:00,DCA,24.1513061,2,54,18,4
1998-02-01 00:00:00,DCB,51.9487529,2,55,18,4
1998-02-01 00:00:00,DCC,27.6295605,2,56,18,4
1998-02-01 00:00:00,DCD,69.7488306,2,57,18,4
1998-02-01 00:00:00,DDA,154.3720916,2,58,19,4
1998-02-01 00:00:00,DDB,122.7049126,2,59,19,4
1998-02-01 00:00:00,EAA,95.3859321,2,60,20,5
1998-02-01 00:00:00,EAB,849.3013623,2,61,20,5
1998-02-01 00:00:00,EAC,370.5312305,2,62,20,5
1998-02-01 00:00:00,EBA,360.128887,2,63,21,5
1998-02-01 00:00:00,ECA,151.2632646,2,64,22,5
1998-02-01 00:00:00,FAA,227.8027035,2,65,23,6
1998-02-01 00:00:00,FBA,149.6244807,2,66,24,6
1998-02-01 00:00:00,FBB,257.7466644,2,67,24,6
1998-02-01 00:00:00,FCA,93.8828624,2,68,25,6
1998-02-01 00:00:00,FCB,28.0230326,2,69,25,6
1998-02-01 00:00:00,GAA,44.4561755,2,70,26,7
1998-02-01 00:00:00,GAB,5.6873909000000005,2,71,26,7
1998-02-01 00:00:00,GAC,11.8155039,2,72,26,7
1998-02-01 00:00:00,GBA,1.1998002,2,73,27,7
1998-02-01 00:00:00,GBB,4.7060874,2,74,27,7
1998-02-01 00:00:00,GBC,5.2964594,2,75,27,7
1998-02-01 00:00:00,GBD,0.5228986,2,76,27,7
1998-03-01 00:00:00,T,20725.114183999995,3,0,0,0
1998-03-01 00:00:00,A,7086.444392000001,3,0,0,1
1998-03-01 00:00:00,B,4353.379281800002,3,0,0,2
1998-03-01 00:00:00,C,4717.676663300001,3,0,0,3
1998-03-01 00:00:00,D,1521.9500065999996,3,0,0,4
1998-03-01 00:00:00,E,1868.3815303,3,0,0,5
1998-03-01 00:00:00,F,900.7966217000002,3,0,0,6
1998-03-01 00:00:00,G,276.4856883,3,0,0,7
1998-03-01 00:00:00,AA,2117.671851,3,0,1,1
1998-03-01 00:00:00,AB,1683.2091679,3,0,2,1
1998-03-01 00:00:00,AC,1179.8472561,3,0,3,1
1998-03-01 00:00:00,AD,754.3370299,3,0,4,1
1998-03-01 00:00:00,AE,921.1802716,3,0,5,1
1998-03-01 00:00:00,AF,430.1988155,3,0,6,1
1998-03-01 00:00:00,BA,1734.9467085,3,0,7,2
1998-03-01 00:00:00,BB,438.0151192,3,0,8,2
1998-03-01 00:00:00,BC,651.9720341,3,0,9,2
1998-03-01 00:00:00,BD,886.6145124999999,3,0,10,2
1998-03-01 00:00:00,BE,641.8309075000001,3,0,11,2
1998-03-01 00:00:00,CA,3238.1051214,3,0,12,3
1998-03-01 00:00:00,CB,486.4249289,3,0,13,3
1998-03-01 00:00:00,CC,545.851888,3,0,14,3
1998-03-01 00:00:00,CD,447.294725,3,0,15,3
1998-03-01 00:00:00,DA,858.6898549,3,0,16,4
1998-03-01 00:00:00,DB,319.39803850000004,3,0,17,4
1998-03-01 00:00:00,DC,129.8280482,3,0,18,4
1998-03-01 00:00:00,DD,214.034065,3,0,19,4
1998-03-01 00:00:00,EA,1545.3116575999998,3,0,20,5
1998-03-01 00:00:00,EB,87.30388679999999,3,0,21,5
1998-03-01 00:00:00,EC,235.7659859,3,0,22,5
1998-03-01 00:00:00,FA,518.5334286000001,3,0,23,6
1998-03-01 00:00:00,FB,239.2267905,3,0,24,6
1998-03-01 00:00:00,FC,143.0364026,3,0,25,6
1998-03-01 00:00:00,GA,254.22768350000004,3,0,26,7
1998-03-01 00:00:00,GB,22.2580048,3,0,27,7
1998-03-01 00:00:00,AAA,1874.1468753,3,1,1,1
1998-03-01 00:00:00,AAB,243.5249757,3,2,1,1
1998-03-01 00:00:00,ABA,497.9122262000001,3,3,2,1
1998-03-01 00:00:00,ABB,1185.2969417,3,4,2,1
1998-03-01 00:00:00,ACA,1179.8472561,3,5,3,1
1998-03-01 00:00:00,ADA,155.6462828,3,6,4,1
1998-03-01 00:00:00,ADB,189.2144545,3,7,4,1
1998-03-01 00:00:00,ADC,275.2003543,3,8,4,1
1998-03-01 00:00:00,ADD,134.2759383,3,9,4,1
1998-03-01 00:00:00,AEA,331.87204799999995,3,10,5,1
1998-03-01 00:00:00,AEB,369.7435239,3,11,5,1
1998-03-01 00:00:00,AEC,114.009915,3,12,5,1
1998-03-01 00:00:00,AED,105.5547847,3,13,5,1
1998-03-01 00:00:00,AFA,430.1988155,3,14,6,1
1998-03-01 00:00:00,BAA,1393.4740382,3,15,7,2
1998-03-01 00:00:00,BAB,225.4974793,3,16,7,2
1998-03-01 00:00:00,BAC,115.975191,3,17,7,2
1998-03-01 00:00:00,BBA,438.0151192,3,18,8,2
1998-03-01 00:00:00,BCA,183.016979,3,19,9,2
1998-03-01 00:00:00,BCB,283.04511460000003,3,20,9,2
1998-03-01 00:00:00,BCC,185.9099405,3,21,9,2
1998-03-01 00:00:00,BDA,312.53182730000003,3,22,10,2
1998-03-01 00:00:00,BDB,167.26359950000003,3,23,10,2
1998-03-01 00:00:00,BDC,243.1889093,3,24,10,2
1998-03-01 00:00:00,BDD,43.5923377,3,25,10,2
1998-03-01 00:00:00,BDE,95.1412301,3,26,10,2
1998-03-01 00:00:00,BDF,24.8966086,3,27,10,2
1998-03-01 00:00:00,BEA,20.6517643,3,28,11,2
1998-03-01 00:00:00,BEB,177.8750516,3,29,11,2
1998-03-01 00:00:00,BEC,74.91225700000001,3,30,11,2
1998-03-01 00:00:00,BED,112.950383,3,31,11,2
1998-03-01 00:00:00,BEE,4.4379838,3,32,11,2
1998-03-01 00:00:00,BEF,72.9905734,3,33,11,2
1998-03-01 00:00:00,BEG,105.2135775,3,34,11,2
1998-03-01 00:00:00,BEH,72.79931690000001,3,35,11,2
1998-03-01 00:00:00,CAA,918.0142488,3,36,12,3
1998-03-01 00:00:00,CAB,1588.1252242,3,37,12,3
1998-03-01 00:00:00,CAC,731.9656484,3,38,12,3
1998-03-01 00:00:00,CBA,122.2431646,3,39,13,3
1998-03-01 00:00:00,CBB,70.0915062,3,40,13,3
1998-03-01 00:00:00,CBC,171.340926,3,41,13,3
1998-03-01 00:00:00,CBD,122.7493321,3,42,13,3
1998-03-01 00:00:00,CCA,41.1299108,3,43,14,3
1998-03-01 00:00:00,CCB,212.7923545,3,44,14,3
1998-03-01 00:00:00,CCC,291.9296227,3,45,14,3
1998-03-01 00:00:00,CDA,400.1598347,3,46,15,3
1998-03-01 00:00:00,CDB,47.1348903,3,47,15,3
1998-03-01 00:00:00,DAA,834.7616069,3,48,16,4
1998-03-01 00:00:00,DAB,20.3786571,3,49,16,4
1998-03-01 00:00:00,DAC,3.5495909,3,50,16,4
1998-03-01 00:00:00,DBA,123.4270947,3,51,17,4
1998-03-01 00:00:00,DBB,159.1337668,3,52,17,4
1998-03-01 00:00:00,DBC,36.837177,3,53,17,4
1998-03-01 00:00:00,DCA,20.8340575,3,54,18,4
1998-03-01 00:00:00,DCB,48.0034393,3,55,18,4
1998-03-01 00:00:00,DCC,15.6783218,3,56,18,4
1998-03-01 00:00:00,DCD,45.3122296,3,57,18,4
1998-03-01 00:00:00,DDA,52.5652429,3,58,19,4
1998-03-01 00:00:00,DDB,161.46882209999998,3,59,19,4
1998-03-01 00:00:00,EAA,82.3087076,3,60,20,5
1998-03-01 00:00:00,EAB,742.7215504999999,3,61,20,5
1998-03-01 00:00:00,EAC,720.2813994999999,3,62,20,5
1998-03-01 00:00:00,EBA,87.30388679999999,3,63,21,5
1998-03-01 00:00:00,ECA,235.7659859,3,64,22,5
1998-03-01 00:00:00,FAA,518.5334286000001,3,65,23,6
1998-03-01 00:00:00,FBA,69.43762489999999,3,66,24,6
1998-03-01 00:00:00,FBB,169.7891656,3,67,24,6
1998-03-01 00:00:00,FCA,114.0671937,3,68,25,6
1998-03-01 00:00:00,FCB,28.9692089,3,69,25,6
1998-03-01 00:00:00,GAA,204.1274031,3,70,26,7
1998-03-01 00:00:00,GAB,17.2472617,3,71,26,7
1998-03-01 00:00:00,GAC,32.8530187,3,72,26,7
1998-03-01 00:00:00,GBA,3.9733555,3,73,27,7
1998-03-01 00:00:00,GBB,0.8894534,3,74,27,7
1998-03-01 00:00:00,GBC,17.3951959,3,75,27,7
1998-03-01 00:00:00,GBD,0.0,3,76,27,7
1998-04-01 00:00:00,T,25388.6123531,4,0,0,0
1998-04-01 00:00:00,A,10530.6393482,4,0,0,1
1998-04-01 00:00:00,B,5115.865530499999,4,0,0,2
1998-04-01 00:00:00,C,4924.5752039,4,0,0,3
1998-04-01 00:00:00,D,1813.4391768,4,0,0,4
1998-04-01 00:00:00,E,1952.6124655,4,0,0,5
1998-04-01 00:00:00,F,801.4441403000001,4,0,0,6
1998-04-01 00:00:00,G,250.0364879,4,0,0,7
1998-04-01 00:00:00,AA,2615.9574655,4,0,1,1
1998-04-01 00:00:00,AB,3634.630048900001,4,0,2,1
1998-04-01 00:00:00,AC,1072.5707809,4,0,3,1
1998-04-01 00:00:00,AD,1019.7018727,4,0,4,1
1998-04-01 00:00:00,AE,1688.6537129,4,0,5,1
1998-04-01 00:00:00,AF,499.1254673,4,0,6,1
1998-04-01 00:00:00,BA,1692.9330501999996,4,0,7,2
1998-04-01 00:00:00,BB,533.1466229,4,0,8,2
1998-04-01 00:00:00,BC,873.6680828999998,4,0,9,2
1998-04-01 00:00:00,BD,983.8734188,4,0,10,2
1998-04-01 00:00:00,BE,1032.2443557,4,0,11,2
1998-04-01 00:00:00,CA,3088.2362734,4,0,12,3
1998-04-01 00:00:00,CB,758.6571227999999,4,0,13,3
1998-04-01 00:00:00,CC,722.2948285,4,0,14,3
1998-04-01 00:00:00,CD,355.38697920000004,4,0,15,3
1998-04-01 00:00:00,DA,874.6642818,4,0,16,4
1998-04-01 00:00:00,DB,296.4108727,4,0,17,4
1998-04-01 00:00:00,DC,319.47407230000005,4,0,18,4
1998-04-01 00:00:00,DD,322.88995,4,0,19,4
1998-04-01 00:00:00,EA,1556.8235714,4,0,20,5
1998-04-01 00:00:00,EB,114.3914422,4,0,21,5
1998-04-01 00:00:00,EC,281.3974519,4,0,22,5
1998-04-01 00:00:00,FA,383.3111079,4,0,23,6
1998-04-01 00:00:00,FB,255.8556845,4,0,24,6
1998-04-01 00:00:00,FC,162.27734790000002,4,0,25,6
1998-04-01 00:00:00,GA,179.062095,4,0,26,7
1998-04-01 00:00:00,GB,70.9743929,4,0,27,7
1998-04-01 00:00:00,AAA,2206.4634718,4,1,1,1
1998-04-01 00:00:00,AAB,409.4939937,4,2,1,1
1998-04-01 00:00:00,ABA,1597.0842768999998,4,3,2,1
1998-04-01 00:00:00,ABB,2037.545772,4,4,2,1
1998-04-01 00:00:00,ACA,1072.5707809,4,5,3,1
1998-04-01 00:00:00,ADA,190.0935525,4,6,4,1
1998-04-01 00:00:00,ADB,324.9505211,4,7,4,1
1998-04-01 00:00:00,ADC,332.2069153,4,8,4,1
1998-04-01 00:00:00,ADD,172.4508838,4,9,4,1
1998-04-01 00:00:00,AEA,631.8148113,4,10,5,1
1998-04-01 00:00:00,AEB,455.4772252,4,11,5,1
1998-04-01 00:00:00,AEC,424.5962304,4,12,5,1
1998-04-01 00:00:00,AED,176.765446,4,13,5,1
1998-04-01 00:00:00,AFA,499.1254673,4,14,6,1
1998-04-01 00:00:00,BAA,1244.7709452,4,15,7,2
1998-04-01 00:00:00,BAB,186.5356664,4,16,7,2
1998-04-01 00:00:00,BAC,261.62643860000003,4,17,7,2
1998-04-01 00:00:00,BBA,533.1466229,4,18,8,2
1998-04-01 00:00:00,BCA,348.4885795,4,19,9,2
1998-04-01 00:00:00,BCB,413.6179882,4,20,9,2
1998-04-01 00:00:00,BCC,111.5615152,4,21,9,2
1998-04-01 00:00:00,BDA,232.1915315,4,22,10,2
1998-04-01 00:00:00,BDB,91.7866394,4,23,10,2
1998-04-01 00:00:00,BDC,406.4504138,4,24,10,2
1998-04-01 00:00:00,BDD,103.12697,4,25,10,2
1998-04-01 00:00:00,BDE,107.368038,4,26,10,2
1998-04-01 00:00:00,BDF,42.9498261,4,27,10,2
1998-04-01 00:00:00,BEA,51.4278542,4,28,11,2
1998-04-01 00:00:00,BEB,419.4137686,4,29,11,2
1998-04-01 00:00:00,BEC,101.2701357,4,30,11,2
1998-04-01 00:00:00,BED,130.70094269999998,4,31,11,2
1998-04-01 00:00:00,BEE,51.309828,4,32,11,2
1998-04-01 00:00:00,BEF,59.8642843,4,33,11,2
1998-04-01 00:00:00,BEG,81.04440169999998,4,34,11,2
1998-04-01 00:00:00,BEH,137.2131405,4,35,11,2
1998-04-01 00:00:00,CAA,1074.4844449000002,4,36,12,3
1998-04-01 00:00:00,CAB,1083.413409,4,37,12,3
1998-04-01 00:00:00,CAC,930.3384195,4,38,12,3
1998-04-01 00:00:00,CBA,197.163231,4,39,13,3
1998-04-01 00:00:00,CBB,84.3795755,4,40,13,3
1998-04-01 00:00:00,CBC,193.6754727,4,41,13,3
1998-04-01 00:00:00,CBD,283.43884360000004,4,42,13,3
1998-04-01 00:00:00,CCA,237.4840554,4,43,14,3
1998-04-01 00:00:00,CCB,139.22716739999998,4,44,14,3
1998-04-01 00:00:00,CCC,345.5836057,4,45,14,3
1998-04-01 00:00:00,CDA,280.34456370000004,4,46,15,3
1998-04-01 00:00:00,CDB,75.0424155,4,47,15,3
1998-04-01 00:00:00,DAA,831.4529777,4,48,16,4
1998-04-01 00:00:00,DAB,24.0203289,4,49,16,4
1998-04-01 00:00:00,DAC,19.1909752,4,50,16,4
1998-04-01 00:00:00,DBA,136.00805839999998,4,51,17,4
1998-04-01 00:00:00,DBB,157.41597059999998,4,52,17,4
1998-04-01 00:00:00,DBC,2.9868437,4,53,17,4
1998-04-01 00:00:00,DCA,36.0516516,4,54,18,4
1998-04-01 00:00:00,DCB,147.7629693,4,55,18,4
1998-04-01 00:00:00,DCC,39.7316196,4,56,18,4
1998-04-01 00:00:00,DCD,95.9278318,4,57,18,4
1998-04-01 00:00:00,DDA,135.5541417,4,58,19,4
1998-04-01 00:00:00,DDB,187.3358083,4,59,19,4
1998-04-01 00:00:00,EAA,270.0092548,4,60,20,5
1998-04-01 00:00:00,EAB,705.5714176,4,61,20,5
1998-04-01 00:00:00,EAC,581.242899,4,62,20,5
1998-04-01 00:00:00,EBA,114.3914422,4,63,21,5
1998-04-01 00:00:00,ECA,281.3974519,4,64,22,5
1998-04-01 00:00:00,FAA,383.3111079,4,65,23,6
1998-04-01 00:00:00,FBA,104.3717199,4,66,24,6
1998-04-01 00:00:00,FBB,151.4839646,4,67,24,6
1998-04-01 00:00:00,FCA,119.7101157,4,68,25,6
1998-04-01 00:00:00,FCB,42.56723219999999,4,69,25,6
1998-04-01 00:00:00,GAA,148.2086694,4,70,26,7
1998-04-01 00:00:00,GAB,25.4979046,4,71,26,7
1998-04-01 00:00:00,GAC,5.355521,4,72,26,7
1998-04-01 00:00:00,GBA,0.0,4,73,27,7
1998-04-01 00:00:00,GBB,15.282432,4,74,27,7
1998-04-01 00:00:00,GBC,42.4218677,4,75,27,7
1998-04-01 00:00:00,GBD,13.2700932,4,76,27,7
1998-05-01 00:00:00,T,20330.03521070001,5,0,0,0
1998-05-01 00:00:00,A,7430.373558500004,5,0,0,1
1998-05-01 00:00:00,B,3820.6664259,5,0,0,2
1998-05-01 00:00:00,C,4219.2836468,5,0,0,3
