T,D1,D2,D3,D4,D5,D6,D1ACT,D1NSW,D1NTT,D1QLD,D1SAS,D1TAS,D1VIC,D1WAS,D2ACT,D2NSW,D2NTT,D2QLD,D2SAS,D2TAS,D2VIC,D2WAS,D3ACT,D3NSW,D3NTT,D3QLD,D3SAS,D3TAS,D3VIC,D3WAS,D4ACT,D4NSW,D4NTT,D4QLD,D4SAS,D4TAS,D4VIC,D4WAS,D5ACT,D5NSW,D5NTT,D5QLD,D5SAS,D5TAS,D5VIC,D5WAS,D6ACT,D6NSW,D6NTT,D6QLD,D6SAS,D6TAS,D6VIC,D6WAS
558.836207,130.596735,131.149226,89.033738,94.020013,56.145552,57.890944,2.14070569,40.05005243,0.87333681,24.48905916,9.9704106,3.75532449,36.70466908,12.6131769,2.18597529,41.49554474,1.01960243,28.83757323,10.07680503,2.314184,31.44780015,13.77174084,0.84295422,27.28550296,0.3368061,19.49379767,7.42592998,2.68992125,21.41701647,9.54180973,0.93410138,30.65338936,0.25074716,20.61017471,8.04071687,2.67835112,23.67509205,7.17743986,0.6027663666666665,18.40636783,0.18364255,12.90876789,4.0401822,1.46320829,13.34048135,5.20013503,0.86654416,21.16045123,0.78222562,11.22726402,5.42593368,1.28465908,14.11608457,3.02778168
561.536689,169.077655,130.130977,71.939401,84.06932,48.803228,57.516108,3.64116054,41.22896938,1.00604305,41.26003408,17.07825807,2.91537418,44.16654092,17.78127437,1.24747746,44.18919758,0.2950539,30.05249332,6.0987787,3.08133176,35.01538908,10.15125539,0.66713978,18.66010236,0.56533425,15.45355482,8.11141566,1.2565953,17.87522776,9.35003105,0.48326491,22.24854101,0.16952884,25.25675107,6.80999898,3.36358856,19.19286246,6.54478438,0.70085594,16.1312891,0.28463379,14.57914454,3.2689385,0.99188457,9.00271686,3.8437642,0.42727366,24.30043275,0.15246752,9.74215796,5.61869628,1.71932985,13.19795201,2.35779802
631.403383,177.39037,192.934911,79.814316,74.172797,54.089991,53.000997,3.77630524,46.69591221,1.35967731,39.87513049,13.05576983,4.19705667,47.19348761,21.23703096,2.51785174,58.82751922,0.74946676,48.46978895,12.36048872,4.06368492,47.4280423,18.51806798,1.28117821,21.89978145,0.18257102,17.48496831,6.00388363,1.74753143,22.37265545,8.84174692,0.50015824,25.4678935,0.15866812,16.15859496,6.50975372,2.88122504,14.97587941,7.52062436,0.09684874,19.4569317,0.37056493,11.98098115,5.87744895,1.56197496,11.47256271,3.27267815,0.34162398,17.29670815,0.3736745,10.23588263,5.50709166,1.96420566,14.62705326,2.65475754
662.687773,165.400585,224.79594,75.52004,72.226203,70.357214,54.387791,2.22817151,41.12632087,1.47402067,37.78055681,15.11047995,3.59549389,44.7011513,19.38439016,4.03174347,66.20195552,0.79625117,55.97640642,16.11527394,4.58891132,55.09030912,21.99508896,1.69333524,21.84004041,0.17904365,20.18760934,5.00175489,1.98349427,20.5677078,4.067054,0.350421,24.41082702,0.37486913,16.2978383,7.45317589,1.96610429,15.5465256,5.82644135,0.16637495,23.40846969,0.47997227,17.24668246,5.56656814,2.71827766,14.62040337,6.15046544,0.2559743,20.69931352,0.55306595,7.40764626,6.27380798,1.64633387,14.97031409,2.58133542
619.232408,159.782164,181.723318,94.684035,62.659493,69.085618,51.29778,3.36126382,44.79396303,1.24016228,37.81951187,12.34689092,3.08123841,35.53355262,21.60558125,1.41033855,60.42531791,1.34015074,42.06257332,13.25024604,2.98939367,42.70224336,17.5430547,1.19039347,29.33358253,0.24328412,22.84450254,6.54528468,3.1990611,23.0581732,8.26975365,0.77692557,19.23487673,0.64110716,18.39888024,5.8356607,1.84629354,12.6110278,3.31472113,0.13264396,24.89136698,0.14105251,16.06216827,5.41485533,1.73519545,14.38957896,6.31875648,0.26455939,20.78566337,0.1814654,8.69720268,5.50403434,1.29457777,11.17490707,3.39536954
588.206156,146.12143,159.312422,117.406183,54.315203,63.37994,47.670977,2.30508155,42.65002466,1.20437451,31.90838248,11.27757976,3.20306743,37.3500035,16.22291646,3.22266925,52.19037588,1.25822647,35.29104396,13.67617582,3.05989749,34.926163,15.68787022,1.99994608,38.3502455,0.3669347,27.48203019,8.31453859,2.74651071,28.62871606,9.51726162,0.71087359,17.67533327,0.2924247,10.29863595,5.50960861,1.15091225,14.485417,4.19199802,1.23484229,21.95590246,0.49678937,12.99525319,4.0861837,0.89075599,16.96598477,4.75422844,0.16156356,18.90806846,0.28536433,7.80576961,5.62273396,1.1491256,10.96018529,2.77816574
589.836166,136.154048,139.556827,137.871929,53.258705,67.339616,55.655041,3.14625746,37.78986371,1.99340168,27.46001632,10.0033758,2.71494426,36.64472671,16.40146239,2.39211218,41.43438268,1.29916002,32.51074156,8.84835705,2.96683116,35.77630415,14.3289382,2.00077736,41.03885209,1.18292257,30.9600362,10.55818876,3.56968865,37.26975741,11.29170615,0.60474285,17.20802143,0.19363652,10.22100377,6.42355824,1.51347119,13.14446543,3.94980596,1.44767728,22.01475312,0.31147485,16.71003253,4.97224583,1.67794929,14.92239941,5.28308332,0.26408577,21.8924241,0.40120206,8.42581765,4.50657567,1.47230147,15.15047856,3.54215565
564.216121,127.156812,142.120541,129.371258,55.396383,60.747018,49.42411,2.57082987,45.56430828,0.86691358,25.34053237,10.15194438,2.00709865,25.55364981,15.1015347,1.41750692,47.67758683,1.70949613,26.49556662,7.7995794,3.39940004,38.47294031,15.14846485,2.09486774,39.56078887,0.93324372,33.34500538,9.23398243,3.0313602,29.39267409,11.77933568,0.90945115,18.41888262,0.18329938,10.73352936,6.54872315,1.5121321,13.84953887,3.24082601,1.08456894,20.26137775,0.37645336,15.87749473,2.5510845,0.98113187,13.67640501,5.9385019,0.75609873,18.45057489,0.18236881,9.383102,3.79148193,1.62667883,11.30348308,3.93032162
562.519841,146.960979,119.143571,100.538959,86.907205,55.086629,53.882498,2.61263613,49.01692096,2.64897805,28.89537482,10.20675312,2.23991949,38.16420977,13.17618702,1.79091701,37.55796359,0.89050339,26.4581696,6.92323232,2.84617636,31.58701874,11.08958987,0.80652502,30.56307608,1.04760422,23.42176256,6.44107408,3.54777278,24.00307808,10.70806625,1.03454343,25.72207851,0.25093565,21.59960936,6.43206948,1.38809746,22.59220473,7.8876668,0.51304953,14.15072494,0.564964,12.21375954,4.99885808,1.43606966,16.72556367,4.4836393,0.85852465,20.94483369,0.40187505,11.2128897,5.11767409,0.89052814,12.1799707,2.276202
596.761324,139.585304,147.608595,92.032401,93.536812,56.302712,67.695501,2.56505373,45.61764613,1.40321105,31.92978995,9.05302751,2.26361252,35.82933231,10.92363046,2.82343038,47.31630377,0.91563254,33.48688678,7.47387471,3.02896929,36.22910513,16.3343922,0.56760815,27.86691113,0.6551951,24.28837739,6.9594757,2.24922356,22.36040924,7.08520105,1.05883074,27.4072894,0.47748412,22.22608628,8.80699366,2.01376712,20.30402575,11.24233459,0.71933538,15.8683164,0.23338196,12.03864172,4.1405674,2.26374014,16.24798823,4.79074034,0.53479793,25.37259167,0.52569601,13.48327183,4.2386983,1.13844033,17.63181439,4.77019069
620.140973,156.81054,144.302489,94.276463,112.63292,47.74683,64.37173,2.50889549,46.38926128,1.13635115,30.42036719,10.33364224,3.32986572,46.67371531,16.01844187,2.01174105,45.44122173,1.16743501,28.40895559,12.95911246,2.4135941,37.44453932,14.45588985,1.45340647,31.52892637,0.37795793,18.90699455,7.97354199,1.89424479,24.57368952,7.56770184,0.76144521,38.90822642,0.60797181,24.64252884,8.63122054,2.06525366,24.89299231,12.12328129,0.90959605,15.48837055,0.55910622,13.69385622,3.49186988,0.62809477,9.65116058,3.32477613,0.31719403,26.9271352,0.12717692,9.89858186,4.35009636,1.47513882,16.32591513,4.95049172
588.553523,138.560161,140.347971,80.866666,117.84006,47.521582,63.417083,2.09499852,40.16445718,2.59079719,31.24779871,11.1210796,1.96119174,36.55759564,12.82224281,2.69732454,47.79298462,1.00715955,24.93325252,10.61058365,3.26552495,35.89939856,14.1417428,0.82071142,24.26410733,0.08934611,19.54854751,5.11405111,2.0235215,21.52438788,7.48199332,0.67956795,35.5318314,0.88191256,26.7602292,10.31457084,3.3805323,31.11178557,9.17963006,0.21985621,15.90755676,0.45069092,13.27768665,2.33723887,1.89583621,9.69390744,3.73880921,0.53829899,26.69850965,0.27193619,8.93555826,4.84075777,0.8251953,17.81257557,3.49425083
578.163075,149.929283,146.851773,71.840548,102.071859,50.655269,56.814343,2.37644345,46.1164177,3.45501233,32.48831245,10.33909458,4.00471466,34.86227114,16.28701625,2.07489811,43.06165199,1.36959087,32.84775067,10.39031713,3.48633648,39.80702447,13.81420324,1.07036966,21.91884307,0.68375659,16.01497957,5.49168406,2.33122405,17.83471438,6.49497712,1.13080258,28.31036693,0.39786496,25.75803079,8.17402364,3.04483533,28.09347022,7.16246495,0.54423525,17.84222595,0.12413719,9.19670308,3.86181824,1.20274687,13.64870864,4.23469382,0.64806066,24.95312458,0.51614091,7.56917183,4.72932445,2.07707258,13.36929101,2.95215691
602.044833,174.63406,148.648136,86.980064,87.803644,48.893378,55.085553,3.97653364,58.58813508,3.13319365,34.36883793,12.1722543,3.47584944,42.0209836,16.89827203,1.20113611,46.82062145,0.78566683,35.85099072,10.16790422,3.3796547,36.40964026,14.03252168,0.83544533,29.8647096,0.7004553,19.25305995,5.75497968,2.98366089,21.0744641,6.51328877,0.9496235,31.14619175,0.51737942,16.565731,6.51484871,2.73760567,22.25212468,7.12013933,0.36225668,15.56185473,0.44272486,8.90876544,5.74110558,1.58015307,13.72878076,2.56773642,0.37366868,22.42233647,0.16143072,7.56605178,5.03340471,2.31923265,13.8355698,3.37385781
642.339229,175.23026,181.171187,79.169859,79.380578,68.985298,58.402047,2.64476477,42.45961616,3.1776753,46.94474121,11.10513376,3.708204,48.12760034,17.06252457,2.61498758,60.27052722,1.56155637,32.71513758,13.23322784,5.36600901,47.93217627,17.47756479,0.87821317,25.77710045,0.43818023,20.99196883,6.10238794,2.51920068,15.58600002,6.87680795,0.68093752,23.26232177,0.41947012,18.37911778,7.51203698,2.4436803,20.9066575,5.77635619,0.42311517,24.39170477,0.78575393,13.70712051,3.98623932,1.56300604,17.90260993,6.2257487,0.91815799,24.26048244,0.18555765,10.11120432,5.41539412,2.46519679,10.35913932,4.68691388
699.604841,184.746199,218.549583,92.092382,79.326214,61.000669,63.889794,2.41338156,52.29976885,3.28303964,45.02706609,10.38821626,4.79260015,49.48299999,17.05912622,3.25371287,60.59938367,2.09072561,52.71499823,15.60257981,5.88390646,60.29115805,18.1131184,1.70088476,26.69528952,0.31586981,26.04573873,6.3826989,2.58326559,22.27100451,6.09763027,0.39073938,24.95220439,0.32665806,15.73254471,6.71188971,2.62407819,21.12307095,7.46502908,0.24773222,21.82426563,0.25974334,11.91205977,6.24709476,2.30235161,13.50917625,4.69824553,0.74607212,25.01340281,0.39800387,10.82329274,5.66887912,2.40949525,15.25577055,3.57487745
659.861617,182.182801,196.857683,92.623216,68.582302,64.957533,54.658082,3.47013323,46.59570105,2.59123665,36.79453341,12.6650733,4.31963455,53.46126762,22.28522106,3.58815863,51.1284237,1.05289189,42.29492929,12.80044078,4.43099611,61.33396073,20.22788199,1.25355662,27.30403284,0.37405952,22.69537288,7.0235399,2.14191472,26.60662728,5.22411205,0.49957716,16.6570942,0.3067851,22.43724999,4.0100378,1.8849044,18.30744803,4.47920531,0.39072956,22.58524846,0.15441718,14.63655428,5.88442349,2.04732679,15.15183476,4.10699872,0.58146579,20.50871117,0.60333758,9.37231841,4.86218603,2.64751318,13.10652268,2.97602748
599.286294,139.579588,159.058554,120.367087,63.312524,61.996112,54.97243,1.97341339,45.55199107,2.14956246,26.27472422,10.40853102,3.11169286,34.18303384,15.92663896,2.59072341,44.97075554,1.45578034,28.8863606,12.2876766,4.21267687,50.08180519,14.5727752,0.53243091,38.35411034,0.63769382,28.19640938,8.63909466,4.55495611,28.50299795,10.94939336,0.21640821,18.4553762,0.44738883,12.76484018,4.88043736,1.83412338,19.88846297,4.82548725,1.04503927,17.98891331,0.467427,13.61887598,4.76211882,1.76876181,18.99356609,3.35140925,0.09805242,18.33216687,0.42944765,13.68343038,5.442047,3.18291743,12.04859355,1.75577511
620.93819,134.944914,167.478445,138.716533,63.89947,63.339242,52.559586,2.68459204,35.89050667,3.67219526,33.08767207,7.7828519,2.07607601,32.86343059,16.8875899,2.80881611,53.13951788,0.47252151,34.76765163,10.14237806,3.67559199,48.77248431,13.69948319,2.03748816,39.23945738,1.21404794,32.77115188,10.47881697,4.18164721,39.15161514,9.64230803,0.5911005,16.52509885,0.35656254,17.97501802,4.55285237,1.90075148,15.71510805,6.28297834,0.62315643,23.73498222,0.15174247,10.46943774,5.28846054,1.71832212,17.14039153,4.21274932,0.53476574,18.6359053,0.37160815,11.75728267,4.89775316,2.01713577,12.75727584,1.58785911
599.270207,156.466056,140.586017,123.079311,67.669071,61.338003,50.131749,3.27978106,47.77062219,2.36432897,29.67739647,13.54610236,4.41747349,43.01958853,12.39076328,2.17090897,42.11073982,1.48815368,31.02443568,12.11052077,3.85120718,36.36729381,11.46275709,2.02364307,38.73612106,1.11729807,24.98818005,10.46641689,3.14377959,31.4269901,11.176882,0.54035345,19.76299947,0.20012018,15.46377831,5.9091774,1.91845709,18.9667937,4.90739119,0.14074273,25.87330806,0.24556238,11.00900661,4.15967714,1.03382385,14.65807423,4.21780843,0.2759564,15.14993932,0.11162586,8.9023201,4.60503028,3.01204451,15.27508299,2.79974913
583.525618,146.409389,132.061977,104.966931,91.168784,53.058884,55.859653,2.10719502,36.60587021,3.10555848,32.09908012,9.83063397,1.82960637,43.81925868,17.01218577,2.1326801,37.82879409,0.6064244,34.15204792,9.64766554,4.30473228,34.52475495,8.86487807,1.50563589,34.13323583,0.66809855,24.16013818,6.97907604,2.97478891,25.69438224,8.85157526,0.95778607,28.63172316,0.59883555,21.43715317,5.95623456,2.46229804,24.87919745,6.24555619,0.73258888,20.31746807,0.15021086,11.81398443,3.88329136,1.50954386,11.68828364,2.96351249,0.16687485,23.9389517,0.24436951,8.67543368,4.39373836,1.8797481,13.65365791,2.90687909
590.767867,118.975151,156.56796,85.562985,110.637529,60.253058,58.771184,1.8977682,26.77345404,3.10384975,26.09621461,10.10749134,2.78545278,36.0743901,12.13652992,1.9393824,45.97202439,1.3003461,34.54841368,10.32358459,3.80274494,43.07411596,15.60734805,0.94540757,21.95716144,0.51013612,20.97744952,7.3778851,3.18951492,21.95691675,8.64851355,1.83777879,28.04818556,0.48695486,26.30617231,8.15062183,2.61195958,35.5286519,7.66720442,0.36529343,17.70053458,0.05485934,14.8467188,5.64233666,2.19244228,14.71229923,4.73857366,0.41228243,24.04670074,0.16246621,12.30036822,4.09843393,2.21155917,12.91287391,2.62649935
661.091247,156.905873,165.607992,93.076611,121.740922,64.520861,59.238987,2.00490644,42.04035231,1.469022,38.673914,10.89434935,3.18975916,40.36581127,18.26775874,3.38494432,45.20439277,1.07173622,31.71114999,12.60143635,5.19382535,49.80281336,16.63769371,0.6588972,26.81943762,0.50571284,26.17898377,6.9405067,3.03345912,21.90049119,7.03912246,1.61596872,38.16295856,0.47261559,29.85228683,7.70110389,2.54951896,31.66577674,9.72069321,0.64100761,26.18533371,0.2196081,13.61884071,5.98355874,2.42457575,11.3344959,4.11344055,0.12137437,22.87053746,0.07694662,12.27712114,3.77701226,1.788228,16.75416185,1.57360558
623.855286,155.638704,145.796836,96.652994,111.861804,50.349474,63.555475,2.63766266,45.24875847,3.33322252,31.89521237,11.42982415,2.29118879,37.41487283,21.38796185,1.82654607,38.92783599,1.55080587,35.89940373,9.28001578,4.31354337,39.46368985,14.5349952,1.70393853,29.91993938,0.80131943,20.6838262,7.9247984,3.35658363,24.66759314,7.5949951,1.70586366,35.81744383,0.7906703,21.06092305,8.90588325,2.55977722,31.95745871,9.06378395,0.39776748,13.7519723,0.2362332349999999,15.96797964,5.09254176,1.65157432,10.65434895,2.59705607,0.36450487,25.53055772,0.31135468,12.44295101,5.37933012,2.49083888,12.40993931,4.62599875
589.17245,115.390343,150.155615,96.089272,100.085392,66.090705,61.361122,2.73818245,37.16759502,1.09401938,19.33469551,6.10037375,1.76525509,32.4033326,14.78688951,2.33926358,40.34300812,1.1061604,38.36092452,13.00829651,3.77140867,35.68085181,15.54570178,1.50406636,29.16353506,0.60463753,24.89533193,7.20412303,2.83577143,22.79891507,7.08289126,0.94309731,31.49011155,0.34796384,23.33653042,7.3541558,4.68549167,24.10748579,7.82055565,0.56372561,19.69230521,0.25285837,13.06536762,5.56775865,1.55650555,21.31810881,4.07407564,0.3705265,22.49317506,0.31152098,15.20520533,4.70711603,2.47104496,13.7886425,2.01389083
637.828416,152.527844,171.528055,97.279477,101.93035,52.524458,62.038232,2.78553838,38.76810816,2.70123521,32.56972333,7.74436441,4.22246165,47.18541431,16.55099844,2.32850212,52.70673551,1.27808878,34.24828193,15.22424963,4.57557944,43.54595399,17.62066328,1.74595736,28.11922978,0.19050149,24.33728939,9.13090046,2.4818496,24.2380132,7.0357355,1.48822586,31.13732061,0.58523318,25.31434116,7.61837765,3.71188327,24.99377082,7.08119789,0.44214107,14.78904741,0.30458664,14.05107186,5.25762343,1.88030428,12.54828567,3.25139718,0.228958,21.60797851,0.40723385,15.78964001,5.38096957,1.93381338,13.38579423,3.3038449
696.874068,147.870739,249.255773,81.153372,96.578841,71.533181,50.482161,2.85415924,39.08387892,4.47304405,25.459445,10.85648733,2.95628872,43.8632057,18.32423006,5.53268697,65.42421374,1.36540305,56.37022447,19.49656747,6.15305847,72.39589963,22.51771944,1.15692814,22.71858372,0.21195111,16.12576661,8.36754052,3.32937151,23.81536761,5.42786302,1.25159204,32.22678908,0.41377032,21.60875961,8.67822596,2.94642256,24.19603796,5.25724336,0.85694446,25.97975873,0.21994529,14.82823671,4.87313293,2.62660637,17.40028257,4.74827404,0.38447978,16.41551533,0.07727253,10.87771266,4.72466868,2.58293299,13.16572121,2.25385797
740.982239,197.997948,231.50143,100.927543,81.924581,72.137595,56.493144,3.27509401,58.63751453,4.16951858,42.20259281,11.74830934,4.48040986,50.04150157,23.44300684,4.68640749,61.70429021,1.25487537,52.55891799,15.2554561,5.23532872,65.27725082,25.52890292,1.20265198,30.6287345,0.34175542,22.81120866,8.45625534,3.27467933,26.76427826,7.44797911,1.03538753,24.18882591,0.12269222,22.17366016,7.72568996,2.07325078,18.92429486,5.68077913,1.17712856,28.44571731,0.33603341,12.66363068,7.14197968,2.47689359,15.93228224,3.96392918,0.23189429,18.43499293,0.45276627,12.82415983,5.99091428,1.79927901,12.54361561,4.21552163
726.087422,189.047379,226.185851,115.58999,70.722862,63.650242,60.891098,3.32640646,60.5765916,3.82120165,34.6403072,9.54735156,4.59695711,47.99731207,24.54125122,3.7841149,64.75017657,1.20290222,46.14956392,16.82014444,4.67847706,66.26093554,22.53953663,2.06222451,33.33748995,0.43669797,28.70017375,9.35784012,2.99770764,27.42569651,11.27215905,0.72646663,24.00321043,0.23152045,19.11924803,6.74758121,1.5159759,13.95538351,4.4234758,0.24023083,16.87020739,0.36587772,16.63760058,4.55947785,2.22779351,17.72862501,5.0204296,0.64715677,21.95602485,0.31100653,12.25708404,6.33914691,2.34710598,12.32388848,4.70968429
682.906299,144.136582,199.864218,150.516602,75.037017,61.448594,51.903286,1.49047877,41.28063814,3.97310737,27.51345114,9.60936813,3.29362404,36.56219279,20.41372125,4.4598222,56.79043904,1.84059781,29.11276477,15.30894149,5.0448762,62.18317087,25.1236053,2.63254717,46.87283122,0.56155619,31.91982134,9.24063754,3.39120848,40.48736167,15.41063863,0.88103957,21.94702028,0.17521855,18.21509068,6.28224661,1.3375267,20.48306443,5.71581019,0.55751135,20.46995007,0.42750418,14.27291751,5.8137575,2.47226254,13.03958179,4.39510956,0.71507944,17.49468926,0.761133,9.95249533,6.36760991,2.14439537,11.44858739,3.01929625
676.906181,145.529106,154.001578,162.186497,83.80747,67.279626,64.101904,2.65849598,50.72851793,3.1371941,27.31040932,9.43661231,2.72768444,32.29142092,17.23877081,2.57617675,50.22012011,1.54920454,30.95514876,9.67038015,4.55480814,37.63983732,16.83590248,1.43352558,44.64847724,0.95737308,36.08525909,13.70001674,4.27271653,47.14274777,13.94638142,0.68959801,22.77364996,0.15524844,22.48912918,5.73216034,2.32614267,21.69724,7.94430167,0.60410398,23.4006216,0.38511088,12.47417902,5.77681634,1.55992861,15.52775329,7.5511121,0.76274509,22.97814873,1.97394597,11.40617905,6.45939189,2.3150954,14.00375793,4.20263967
